BioSample Accession,BAKTA,size,contigs_orig,MIC
SAMEA7526769,atb.bakta.r0.2.batch.342.tar.xz,4300686,141,0.25
SAMEA8718285,atb.bakta.r0.2.batch.347.tar.xz,4325386,110,0.5
SAMEA7524860,atb.bakta.r0.2.batch.342.tar.xz,4345674,98,2.0
SAMEA7525131,atb.bakta.r0.2.batch.342.tar.xz,4368019,120,0.5
SAMEA7563482,atb.bakta.r0.2.batch.346.tar.xz,4366913,122,0.25
SAMEA7545906,atb.bakta.r0.2.batch.343.tar.xz,4306602,117,0.25
SAMEA104362393,atb.bakta.r0.2.batch.350.tar.xz,4310282,110,0.5
SAMEA5569984,atb.bakta.r0.2.batch.340.tar.xz,4351937,86,0.5
SAMEA7562807,atb.bakta.r0.2.batch.346.tar.xz,4361776,74,1.0
SAMEA7543901,atb.bakta.r0.2.batch.343.tar.xz,4345458,87,0.5
SAMEA8718647,atb.bakta.r0.2.batch.347.tar.xz,4336969,97,0.5
SAMEA1102186,atb.bakta.r0.2.batch.334.tar.xz,4259642,202,0.25
SAMEA7563785,atb.bakta.r0.2.batch.346.tar.xz,4340048,101,0.25
SAMEA7547497,atb.bakta.r0.2.batch.344.tar.xz,4346499,78,0.25
SAMEA5570018,atb.bakta.r0.2.batch.340.tar.xz,4357236,82,0.5
SAMEA5570003,atb.bakta.r0.2.batch.340.tar.xz,4358959,75,0.5
SAMEA7545219,atb.bakta.r0.2.batch.343.tar.xz,4376291,74,0.5
SAMEA7525411,atb.bakta.r0.2.batch.342.tar.xz,4343650,119,0.125
SAMEA7561190,atb.bakta.r0.2.batch.346.tar.xz,4336095,110,0.25
SAMEA7541859,atb.bakta.r0.2.batch.343.tar.xz,4339481,100,0.5
SAMEA7561031,atb.bakta.r0.2.batch.346.tar.xz,4260411,105,0.5
SAMEA7564266,atb.bakta.r0.2.batch.346.tar.xz,4297823,129,0.25
SAMEA7525701,atb.bakta.r0.2.batch.342.tar.xz,4277467,181,1.0
SAMEA7526155,atb.bakta.r0.2.batch.342.tar.xz,4323897,143,0.125
SAMEA7547578,atb.bakta.r0.2.batch.344.tar.xz,3900868,675,0.5
SAMEA7555743,atb.bakta.r0.2.batch.345.tar.xz,4343386,100,0.25
SAMEA7525853,atb.bakta.r0.2.batch.342.tar.xz,4347189,105,0.5
SAMEA7525653,atb.bakta.r0.2.batch.342.tar.xz,4342759,119,0.5
SAMEA7542226,atb.bakta.r0.2.batch.343.tar.xz,4379391,93,1.0
SAMEA7563528,atb.bakta.r0.2.batch.346.tar.xz,4338981,139,0.5
SAMEA7546860,atb.bakta.r0.2.batch.343.tar.xz,4046066,973,0.5
SAMEA7541822,atb.bakta.r0.2.batch.343.tar.xz,4355318,70,1.0
SAMEA8719157,atb.bakta.r0.2.batch.347.tar.xz,4307986,113,0.5
SAMEA7525890,atb.bakta.r0.2.batch.342.tar.xz,4366825,103,0.25
SAMEA7546973,atb.bakta.r0.2.batch.344.tar.xz,4351215,107,0.5
SAMEA7563121,atb.bakta.r0.2.batch.346.tar.xz,4317667,139,0.5
SAMEA7544023,atb.bakta.r0.2.batch.343.tar.xz,4329411,107,0.5
SAMEA7546464,atb.bakta.r0.2.batch.343.tar.xz,4334686,98,0.5
SAMEA7543998,atb.bakta.r0.2.batch.343.tar.xz,4349850,87,0.5
SAMEA7526751,atb.bakta.r0.2.batch.342.tar.xz,4350840,100,0.125
SAMEA7525015,atb.bakta.r0.2.batch.342.tar.xz,4345819,120,0.5
SAMEA5569680,atb.bakta.r0.2.batch.340.tar.xz,4346551,99,0.25
SAMN05916443,,4384867,12,0.25
SAMEA7526070,atb.bakta.r0.2.batch.342.tar.xz,4285049,154,0.12
SAMEA1101681,atb.bakta.r0.2.batch.334.tar.xz,4238735,146,0.25
SAMEA8742553,atb.bakta.r0.2.batch.347.tar.xz,4312301,108,0.25
SAMEA5569894,atb.bakta.r0.2.batch.340.tar.xz,4336336,123,0.5
SAMEA7525706,atb.bakta.r0.2.batch.342.tar.xz,4313405,140,1.0
SAMEA7526293,atb.bakta.r0.2.batch.342.tar.xz,4338518,113,0.25
SAMEA7524924,atb.bakta.r0.2.batch.342.tar.xz,4346569,125,0.25
SAMEA7525222,atb.bakta.r0.2.batch.342.tar.xz,4315414,157,0.06
SAMEA7562039,atb.bakta.r0.2.batch.346.tar.xz,4300850,150,1.0
SAMEA104362083,atb.bakta.r0.2.batch.350.tar.xz,4306289,117,0.25
SAMEA104362313,atb.bakta.r0.2.batch.350.tar.xz,4340436,86,0.5
SAMEA7525194,atb.bakta.r0.2.batch.342.tar.xz,4345983,145,0.5
SAMEA7525501,atb.bakta.r0.2.batch.342.tar.xz,4291780,148,1.0
SAMEA7546416,atb.bakta.r0.2.batch.343.tar.xz,4343088,104,0.25
SAMEA7563831,atb.bakta.r0.2.batch.346.tar.xz,4360525,110,0.5
SAMEA7546471,atb.bakta.r0.2.batch.343.tar.xz,4291754,103,0.06
SAMEA7526406,atb.bakta.r0.2.batch.342.tar.xz,4370683,95,0.125
SAMEA7526809,atb.bakta.r0.2.batch.342.tar.xz,4320077,125,0.5
SAMEA7541425,atb.bakta.r0.2.batch.343.tar.xz,4330155,119,0.5
SAMEA7562128,atb.bakta.r0.2.batch.346.tar.xz,4249822,163,0.5
SAMEA8719238,atb.bakta.r0.2.batch.347.tar.xz,4295806,120,0.5
SAMEA7546845,atb.bakta.r0.2.batch.343.tar.xz,3945246,1204,0.25
SAMEA5569817,atb.bakta.r0.2.batch.340.tar.xz,4346688,104,0.25
SAMEA7563032,atb.bakta.r0.2.batch.346.tar.xz,4342806,86,0.12
SAMN06094079,,4402983,30,0.25
SAMEA5569846,atb.bakta.r0.2.batch.340.tar.xz,4357097,92,0.25
SAMEA7561560,atb.bakta.r0.2.batch.346.tar.xz,4278922,163,0.25
SAMEA7563857,atb.bakta.r0.2.batch.346.tar.xz,4363243,80,0.25
SAMEA7546717,atb.bakta.r0.2.batch.343.tar.xz,4340835,87,0.5
SAMEA7561818,atb.bakta.r0.2.batch.346.tar.xz,4328681,178,0.25
SAMEA7546491,atb.bakta.r0.2.batch.343.tar.xz,4147612,374,0.25
SAMN05916275,,4376669,4,0.5
SAMEA7556054,atb.bakta.r0.2.batch.345.tar.xz,4316831,130,0.25
SAMEA7526211,atb.bakta.r0.2.batch.342.tar.xz,4367444,76,0.5
SAMN05916402,,4388938,9,0.25
SAMEA7561189,atb.bakta.r0.2.batch.346.tar.xz,4362653,92,0.25
SAMEA7541532,atb.bakta.r0.2.batch.343.tar.xz,4315186,108,0.25
SAMEA7561617,atb.bakta.r0.2.batch.346.tar.xz,4289476,151,0.25
SAMEA7545655,atb.bakta.r0.2.batch.343.tar.xz,4325544,110,0.5
SAMN05918677,,4390770,34,0.5
SAMEA7526858,atb.bakta.r0.2.batch.342.tar.xz,4323739,123,0.125
SAMEA7562466,atb.bakta.r0.2.batch.346.tar.xz,4344879,71,0.5
SAMEA7525409,atb.bakta.r0.2.batch.342.tar.xz,4352091,141,0.125
SAMEA5569589,atb.bakta.r0.2.batch.340.tar.xz,4342698,108,0.5
SAMEA7561844,atb.bakta.r0.2.batch.346.tar.xz,4310307,154,0.25
SAMEA7525945,atb.bakta.r0.2.batch.342.tar.xz,4345734,98,0.125
SAMEA8718366,atb.bakta.r0.2.batch.347.tar.xz,4144039,363,0.5
SAMEA7547385,atb.bakta.r0.2.batch.344.tar.xz,3986031,577,0.25
SAMEA8719069,atb.bakta.r0.2.batch.347.tar.xz,4294183,94,0.25
SAMEA7542249,atb.bakta.r0.2.batch.343.tar.xz,4343963,115,0.5
SAMEA7546667,atb.bakta.r0.2.batch.343.tar.xz,4339553,97,0.25
SAMEA104362348,atb.bakta.r0.2.batch.350.tar.xz,4297404,119,0.25
SAMEA7560752,atb.bakta.r0.2.batch.346.tar.xz,4343303,99,0.12
SAMEA7563203,atb.bakta.r0.2.batch.346.tar.xz,4287735,164,0.5
SAMEA7562392,atb.bakta.r0.2.batch.346.tar.xz,4299553,176,0.5
SAMEA7560811,atb.bakta.r0.2.batch.346.tar.xz,4347524,107,0.5
SAMN05916428,,4399174,21,0.25
SAMEA7563043,atb.bakta.r0.2.batch.346.tar.xz,4336325,94,0.12
SAMEA7546086,atb.bakta.r0.2.batch.343.tar.xz,4345482,108,0.5
SAMEA7547610,atb.bakta.r0.2.batch.344.tar.xz,3781656,737,0.5
SAMEA7526300,atb.bakta.r0.2.batch.342.tar.xz,4365577,84,0.5
SAMEA8718396,atb.bakta.r0.2.batch.347.tar.xz,3881251,709,0.5
SAMEA7562589,atb.bakta.r0.2.batch.346.tar.xz,4368132,106,0.5
SAMEA7546751,atb.bakta.r0.2.batch.343.tar.xz,4313070,121,0.5
SAMEA5569845,atb.bakta.r0.2.batch.340.tar.xz,4300333,105,0.25
SAMEA7544530,atb.bakta.r0.2.batch.343.tar.xz,4348090,97,0.25
SAMEA104362361,atb.bakta.r0.2.batch.350.tar.xz,4304342,109,0.25
SAMEA8718786,atb.bakta.r0.2.batch.347.tar.xz,4347448,101,1.0
SAMEA5569787,atb.bakta.r0.2.batch.340.tar.xz,3903237,672,0.5
SAMEA7561858,atb.bakta.r0.2.batch.346.tar.xz,4289043,157,0.5
SAMEA7526767,atb.bakta.r0.2.batch.342.tar.xz,4331456,112,1.0
SAMEA7563228,atb.bakta.r0.2.batch.346.tar.xz,4286605,169,1.0
SAMEA8719137,atb.bakta.r0.2.batch.347.tar.xz,4330796,102,2.0
SAMEA7541604,atb.bakta.r0.2.batch.343.tar.xz,4300812,110,0.5
SAMEA7563696,atb.bakta.r0.2.batch.346.tar.xz,4340713,116,0.5
SAMEA5569542,atb.bakta.r0.2.batch.340.tar.xz,4342715,87,0.5
SAMEA8718656,atb.bakta.r0.2.batch.347.tar.xz,4304763,86,0.5
SAMEA7541739,atb.bakta.r0.2.batch.343.tar.xz,4367648,100,0.25
SAMN05916283,,4407759,16,3.0
SAMEA7526452,atb.bakta.r0.2.batch.342.tar.xz,4304738,125,0.5
SAMEA7561415,atb.bakta.r0.2.batch.346.tar.xz,4318265,137,0.25
SAMEA7525660,atb.bakta.r0.2.batch.342.tar.xz,4286832,181,0.5
SAMEA7525512,atb.bakta.r0.2.batch.342.tar.xz,4325133,140,0.25
SAMEA7526929,atb.bakta.r0.2.batch.342.tar.xz,4345127,100,0.25
SAMEA7562125,atb.bakta.r0.2.batch.346.tar.xz,4305318,143,0.5
SAMEA8718303,atb.bakta.r0.2.batch.347.tar.xz,4323785,110,0.5
SAMEA7545888,atb.bakta.r0.2.batch.343.tar.xz,4347424,96,0.25
SAMEA7526188,atb.bakta.r0.2.batch.342.tar.xz,4323573,155,0.25
SAMEA7560758,atb.bakta.r0.2.batch.346.tar.xz,4361497,94,0.5
SAMEA7545849,atb.bakta.r0.2.batch.343.tar.xz,4320370,105,0.5
SAMEA104362194,atb.bakta.r0.2.batch.350.tar.xz,3875359,700,0.25
SAMEA7526263,atb.bakta.r0.2.batch.342.tar.xz,4350101,91,0.12
SAMEA7545806,atb.bakta.r0.2.batch.343.tar.xz,4136748,393,0.12
SAMEA5570056,atb.bakta.r0.2.batch.340.tar.xz,4359511,75,0.5
SAMEA7546162,atb.bakta.r0.2.batch.343.tar.xz,3520421,831,1.0
SAMEA7546805,atb.bakta.r0.2.batch.343.tar.xz,4184031,306,0.25
SAMEA7544647,atb.bakta.r0.2.batch.343.tar.xz,4340686,94,0.12
SAMEA8741248,atb.bakta.r0.2.batch.347.tar.xz,4284436,154,0.5
SAMEA8742562,atb.bakta.r0.2.batch.347.tar.xz,4346567,95,1.0
SAMEA8742476,atb.bakta.r0.2.batch.347.tar.xz,4354545,86,0.5
SAMEA7542176,atb.bakta.r0.2.batch.343.tar.xz,4299759,121,0.25
SAMEA8742030,atb.bakta.r0.2.batch.347.tar.xz,4318455,108,1.0
SAMEA104362262,,4339223,91,0.25
SAMN05918673,,4384827,31,0.5
SAMEA7563736,atb.bakta.r0.2.batch.346.tar.xz,4348215,101,0.25
SAMEA7563810,atb.bakta.r0.2.batch.346.tar.xz,4345407,116,0.5
SAMEA7545855,atb.bakta.r0.2.batch.343.tar.xz,4302262,98,0.5
SAMEA7545935,atb.bakta.r0.2.batch.343.tar.xz,4338267,126,0.25
SAMEA104362128,atb.bakta.r0.2.batch.350.tar.xz,4278594,119,0.5
SAMEA5569620,atb.bakta.r0.2.batch.340.tar.xz,4345375,99,0.5
SAMEA7526101,atb.bakta.r0.2.batch.342.tar.xz,4329600,117,0.06
SAMEA7545941,atb.bakta.r0.2.batch.343.tar.xz,4344472,90,0.5
SAMEA8742628,atb.bakta.r0.2.batch.347.tar.xz,4335973,82,0.5
SAMEA7560872,atb.bakta.r0.2.batch.346.tar.xz,4368113,92,0.5
SAMEA5569667,atb.bakta.r0.2.batch.340.tar.xz,4306607,85,0.5
SAMEA7545225,atb.bakta.r0.2.batch.343.tar.xz,4346422,93,0.25
SAMN06094070,,4399655,4,1.0
SAMEA8742449,atb.bakta.r0.2.batch.347.tar.xz,4333385,96,0.5
SAMEA7525435,atb.bakta.r0.2.batch.342.tar.xz,4341419,146,0.25
SAMN05918710,,4324965,36,2.0
SAMEA7525001,atb.bakta.r0.2.batch.342.tar.xz,4361610,123,0.25
SAMEA7544214,atb.bakta.r0.2.batch.343.tar.xz,4349953,84,0.25
SAMEA7525094,atb.bakta.r0.2.batch.342.tar.xz,4377287,101,0.5
SAMEA7560842,atb.bakta.r0.2.batch.346.tar.xz,4365653,109,0.5
SAMEA7525536,atb.bakta.r0.2.batch.342.tar.xz,4369539,162,0.5
SAMEA104362081,atb.bakta.r0.2.batch.350.tar.xz,4315824,114,0.5
SAMEA5570067,,4332140,110,0.5
SAMEA7526100,atb.bakta.r0.2.batch.342.tar.xz,4327776,144,0.06
SAMEA8742605,atb.bakta.r0.2.batch.347.tar.xz,4340004,95,0.5
SAMEA104362095,atb.bakta.r0.2.batch.350.tar.xz,4330885,99,0.5
SAMEA7546160,atb.bakta.r0.2.batch.343.tar.xz,3586423,782,0.5
SAMEA7562318,atb.bakta.r0.2.batch.346.tar.xz,4292186,130,4.0
SAMEA7525905,atb.bakta.r0.2.batch.342.tar.xz,4338818,104,0.125
SAMEA7563550,atb.bakta.r0.2.batch.346.tar.xz,4344041,104,0.25
SAMEA7545719,atb.bakta.r0.2.batch.343.tar.xz,4324692,108,0.5
SAMEA7526526,atb.bakta.r0.2.batch.342.tar.xz,4343463,111,0.5
SAMEA7525766,atb.bakta.r0.2.batch.342.tar.xz,4306615,147,0.25
SAMEA7526654,atb.bakta.r0.2.batch.342.tar.xz,4347422,110,0.06
SAMEA7545666,atb.bakta.r0.2.batch.343.tar.xz,4345138,103,0.5
SAMN05918711,,4418126,26,0.25
SAMEA7525591,atb.bakta.r0.2.batch.342.tar.xz,4364071,172,1.0
SAMEA8742334,atb.bakta.r0.2.batch.347.tar.xz,4336183,97,0.03
SAMEA7525462,atb.bakta.r0.2.batch.342.tar.xz,4300882,165,0.25
SAMEA7563687,atb.bakta.r0.2.batch.346.tar.xz,4330747,129,0.12
SAMEA7555948,atb.bakta.r0.2.batch.345.tar.xz,4340809,96,0.12
SAMEA7524838,atb.bakta.r0.2.batch.342.tar.xz,4340163,116,0.25
SAMEA7526690,atb.bakta.r0.2.batch.342.tar.xz,4372404,84,0.5
SAMEA5569628,atb.bakta.r0.2.batch.340.tar.xz,4326231,127,0.25
SAMEA7560889,atb.bakta.r0.2.batch.346.tar.xz,4347245,105,0.25
SAMEA7526823,atb.bakta.r0.2.batch.342.tar.xz,4326890,131,0.06
SAMEA7563398,atb.bakta.r0.2.batch.346.tar.xz,4329162,132,0.25
SAMEA7544626,atb.bakta.r0.2.batch.343.tar.xz,4322974,89,0.25
SAMEA8742409,atb.bakta.r0.2.batch.347.tar.xz,4335811,105,0.25
SAMEA7541800,atb.bakta.r0.2.batch.343.tar.xz,4341664,92,0.5
SAMEA7560874,atb.bakta.r0.2.batch.346.tar.xz,4317903,110,0.25
SAMEA7526385,atb.bakta.r0.2.batch.342.tar.xz,4373263,91,0.125
SAMEA7547576,atb.bakta.r0.2.batch.344.tar.xz,3994777,560,0.25
SAMEA7526051,atb.bakta.r0.2.batch.342.tar.xz,4367854,100,0.5
SAMEA7560605,atb.bakta.r0.2.batch.346.tar.xz,4364022,81,0.25
SAMEA7562598,atb.bakta.r0.2.batch.346.tar.xz,4326488,109,0.25
SAMEA7545528,atb.bakta.r0.2.batch.343.tar.xz,4320372,97,0.5
SAMEA1102215,atb.bakta.r0.2.batch.334.tar.xz,4238198,184,0.5
SAMEA7562354,atb.bakta.r0.2.batch.346.tar.xz,4314162,128,0.25
SAMEA8741192,atb.bakta.r0.2.batch.347.tar.xz,4302270,137,0.5
SAMEA7526330,atb.bakta.r0.2.batch.342.tar.xz,4343117,108,0.25
SAMN05916457,,4405384,2,0.25
SAMEA7524825,,4331141,90,0.5
SAMEA7524991,atb.bakta.r0.2.batch.342.tar.xz,4365485,109,0.5
SAMEA7560723,atb.bakta.r0.2.batch.346.tar.xz,4326709,110,0.5
SAMEA8718682,atb.bakta.r0.2.batch.347.tar.xz,4346419,85,0.25
SAMEA7562574,atb.bakta.r0.2.batch.346.tar.xz,4329332,136,0.25
SAMEA7555841,atb.bakta.r0.2.batch.345.tar.xz,4322070,158,0.25
SAMEA7555754,atb.bakta.r0.2.batch.345.tar.xz,4331976,105,0.12
SAMEA7563427,atb.bakta.r0.2.batch.346.tar.xz,4336387,118,0.5
SAMEA7546952,atb.bakta.r0.2.batch.344.tar.xz,4368098,86,0.25
SAMEA8742369,atb.bakta.r0.2.batch.347.tar.xz,4371232,78,0.5
SAMEA7526801,atb.bakta.r0.2.batch.342.tar.xz,4330314,124,0.06
SAMEA7526436,atb.bakta.r0.2.batch.342.tar.xz,4346264,101,0.5
SAMEA7526407,atb.bakta.r0.2.batch.342.tar.xz,4355285,92,0.06
SAMN05916442,,4394319,7,0.25
SAMN05915262,,4389976,2,1.0
SAMEA8718986,atb.bakta.r0.2.batch.347.tar.xz,4249476,160,0.5
SAMEA7526140,atb.bakta.r0.2.batch.342.tar.xz,4381808,78,0.12
SAMEA5569503,atb.bakta.r0.2.batch.340.tar.xz,4359585,83,0.5
SAMEA7561055,atb.bakta.r0.2.batch.346.tar.xz,4367997,96,0.12
SAMEA7525166,atb.bakta.r0.2.batch.342.tar.xz,4372167,125,0.5
SAMEA7546432,atb.bakta.r0.2.batch.343.tar.xz,4348375,86,0.5
SAMEA104362169,,3490275,919,0.5
SAMEA7544138,atb.bakta.r0.2.batch.343.tar.xz,4333448,97,0.5
SAMEA7546210,atb.bakta.r0.2.batch.343.tar.xz,4239433,206,0.5
SAMEA8718789,atb.bakta.r0.2.batch.347.tar.xz,4350638,107,0.5
SAMN05916344,,4392093,32,1.0
SAMEA7526135,atb.bakta.r0.2.batch.342.tar.xz,4356884,93,0.5
SAMEA7541487,atb.bakta.r0.2.batch.343.tar.xz,4281774,107,0.25
SAMEA7564205,atb.bakta.r0.2.batch.346.tar.xz,4250478,138,0.5
SAMEA7545604,atb.bakta.r0.2.batch.343.tar.xz,3395182,982,0.5
SAMEA7525633,atb.bakta.r0.2.batch.342.tar.xz,4302790,185,0.5
SAMEA7546878,atb.bakta.r0.2.batch.343.tar.xz,4268080,176,0.25
SAMEA7525668,atb.bakta.r0.2.batch.342.tar.xz,4336853,188,0.5
SAMEA1101798,atb.bakta.r0.2.batch.334.tar.xz,4284011,167,0.5
SAMEA7525055,atb.bakta.r0.2.batch.342.tar.xz,4351052,98,0.25
SAMEA7555806,atb.bakta.r0.2.batch.345.tar.xz,4338574,126,0.12
SAMEA7546571,atb.bakta.r0.2.batch.343.tar.xz,4329087,119,0.25
SAMEA7563262,atb.bakta.r0.2.batch.346.tar.xz,4328166,137,0.25
SAMN05916425,,4372264,3,0.25
SAMN05916460,,4374665,4,0.25
SAMEA7525341,atb.bakta.r0.2.batch.342.tar.xz,4309456,173,0.5
SAMEA7545279,atb.bakta.r0.2.batch.343.tar.xz,4248370,177,0.25
SAMEA7525879,atb.bakta.r0.2.batch.342.tar.xz,4381142,97,0.5
SAMEA8718956,atb.bakta.r0.2.batch.347.tar.xz,4332009,102,0.5
SAMEA7526550,atb.bakta.r0.2.batch.342.tar.xz,4357365,70,0.125
SAMEA104362110,atb.bakta.r0.2.batch.350.tar.xz,4309764,117,0.5
SAMN06094072,,4385818,11,1.0
SAMEA7560905,atb.bakta.r0.2.batch.346.tar.xz,4329058,115,0.25
SAMEA7525967,atb.bakta.r0.2.batch.342.tar.xz,4377715,104,0.5
SAMEA7562612,atb.bakta.r0.2.batch.346.tar.xz,4333510,137,0.25
SAMEA7556014,atb.bakta.r0.2.batch.345.tar.xz,4325670,107,0.25
SAMEA7563393,atb.bakta.r0.2.batch.346.tar.xz,4334891,129,0.25
SAMEA8719087,atb.bakta.r0.2.batch.347.tar.xz,4317342,127,0.5
SAMEA7526082,atb.bakta.r0.2.batch.342.tar.xz,4318826,105,0.03
SAMEA7526016,atb.bakta.r0.2.batch.342.tar.xz,4360347,73,0.25
SAMEA7541830,atb.bakta.r0.2.batch.343.tar.xz,4351160,74,0.5
SAMEA7563387,atb.bakta.r0.2.batch.346.tar.xz,4337690,129,0.25
SAMEA7555873,atb.bakta.r0.2.batch.345.tar.xz,4341711,98,0.5
SAMEA7527001,atb.bakta.r0.2.batch.342.tar.xz,4280366,158,0.25
SAMEA7526560,atb.bakta.r0.2.batch.342.tar.xz,4377337,74,0.5
SAMEA7545306,atb.bakta.r0.2.batch.343.tar.xz,3667006,848,0.5
SAMEA7526615,atb.bakta.r0.2.batch.342.tar.xz,4348855,98,0.06
SAMEA5569847,atb.bakta.r0.2.batch.340.tar.xz,4338175,111,0.5
SAMEA7563862,atb.bakta.r0.2.batch.346.tar.xz,4312798,127,0.25
SAMEA7555891,atb.bakta.r0.2.batch.345.tar.xz,4340482,87,0.5
SAMEA7564171,atb.bakta.r0.2.batch.346.tar.xz,4309738,154,0.5
SAMEA7526540,atb.bakta.r0.2.batch.342.tar.xz,4356006,133,0.06
SAMEA7543919,atb.bakta.r0.2.batch.343.tar.xz,4374777,78,0.5
SAMEA7555950,atb.bakta.r0.2.batch.345.tar.xz,4330304,98,0.12
SAMEA7525925,atb.bakta.r0.2.batch.342.tar.xz,4363991,87,0.25
SAMEA7546272,atb.bakta.r0.2.batch.343.tar.xz,4330500,138,0.5
SAMEA7525589,atb.bakta.r0.2.batch.342.tar.xz,4248500,828,0.25
SAMEA8742461,atb.bakta.r0.2.batch.347.tar.xz,4342254,104,0.5
SAMN05915273,,4372024,5,0.25
SAMEA104362228,atb.bakta.r0.2.batch.350.tar.xz,4261696,142,0.25
SAMEA8718654,atb.bakta.r0.2.batch.347.tar.xz,4340661,98,0.5
SAMEA7542112,atb.bakta.r0.2.batch.343.tar.xz,4329346,103,0.5
SAMEA7544385,atb.bakta.r0.2.batch.343.tar.xz,4362797,81,0.5
SAMEA7525203,atb.bakta.r0.2.batch.342.tar.xz,4318276,134,0.25
SAMEA7562890,atb.bakta.r0.2.batch.346.tar.xz,4361142,82,0.5
SAMEA7545918,atb.bakta.r0.2.batch.343.tar.xz,4328129,114,0.5
SAMEA7563077,atb.bakta.r0.2.batch.346.tar.xz,4343622,86,0.25
SAMEA7563963,atb.bakta.r0.2.batch.346.tar.xz,4337410,106,0.12
SAMEA7563352,atb.bakta.r0.2.batch.346.tar.xz,4340154,124,0.25
SAMEA7561110,atb.bakta.r0.2.batch.346.tar.xz,4301650,167,0.25
SAMEA7526684,atb.bakta.r0.2.batch.342.tar.xz,4302657,153,0.125
SAMEA8719078,atb.bakta.r0.2.batch.347.tar.xz,4325114,114,0.25
SAMEA8718513,atb.bakta.r0.2.batch.347.tar.xz,4335910,94,0.5
SAMEA7563188,atb.bakta.r0.2.batch.346.tar.xz,4284583,134,0.5
SAMEA7555798,atb.bakta.r0.2.batch.345.tar.xz,4339571,112,0.25
SAMEA7544369,atb.bakta.r0.2.batch.343.tar.xz,4337327,113,0.5
SAMEA5570039,atb.bakta.r0.2.batch.340.tar.xz,4361084,73,0.5
SAMEA5570055,atb.bakta.r0.2.batch.340.tar.xz,4348942,106,0.5
SAMEA7562866,atb.bakta.r0.2.batch.346.tar.xz,4324803,199,0.12
SAMEA7560714,atb.bakta.r0.2.batch.346.tar.xz,4367281,90,0.25
SAMEA7524787,atb.bakta.r0.2.batch.342.tar.xz,4343678,141,0.5
SAMEA7546286,atb.bakta.r0.2.batch.343.tar.xz,4304987,128,0.5
SAMEA7563832,atb.bakta.r0.2.batch.346.tar.xz,4365619,90,0.5
SAMEA7542050,atb.bakta.r0.2.batch.343.tar.xz,4335363,106,0.5
SAMEA7525452,atb.bakta.r0.2.batch.342.tar.xz,4310829,182,2.0
SAMEA7562071,atb.bakta.r0.2.batch.642_b.tar.xz,4296894,125,0.25
SAMEA7525091,atb.bakta.r0.2.batch.342.tar.xz,4355736,122,0.5
SAMEA7546393,atb.bakta.r0.2.batch.343.tar.xz,4338292,97,0.12
SAMEA7563096,atb.bakta.r0.2.batch.346.tar.xz,4350562,104,0.5
SAMEA7541744,atb.bakta.r0.2.batch.343.tar.xz,4310572,87,1.0
SAMEA7526032,atb.bakta.r0.2.batch.342.tar.xz,4313611,136,0.25
SAMEA7545649,atb.bakta.r0.2.batch.343.tar.xz,4306524,97,0.5
SAMEA7526294,atb.bakta.r0.2.batch.342.tar.xz,4369024,97,0.06
SAMEA7544368,atb.bakta.r0.2.batch.343.tar.xz,4340063,92,1.0
SAMEA5569717,atb.bakta.r0.2.batch.340.tar.xz,3974786,549,1.0
SAMEA5569538,atb.bakta.r0.2.batch.340.tar.xz,4351526,78,0.5
SAMEA7524844,atb.bakta.r0.2.batch.342.tar.xz,4347050,101,0.25
SAMEA7563636,atb.bakta.r0.2.batch.346.tar.xz,4341792,114,0.25
SAMEA7562367,atb.bakta.r0.2.batch.346.tar.xz,4271141,164,0.25
SAMEA7526798,atb.bakta.r0.2.batch.342.tar.xz,4385826,76,0.25
SAMEA7541779,atb.bakta.r0.2.batch.343.tar.xz,4374492,104,0.5
SAMEA8718651,atb.bakta.r0.2.batch.347.tar.xz,4334928,95,0.5
SAMEA7526333,atb.bakta.r0.2.batch.342.tar.xz,4362403,96,0.5
SAMEA7545527,atb.bakta.r0.2.batch.343.tar.xz,4316732,108,0.5
SAMEA7543931,atb.bakta.r0.2.batch.343.tar.xz,4338903,83,0.5
SAMEA8718463,atb.bakta.r0.2.batch.347.tar.xz,4316830,107,0.5
SAMEA7526807,atb.bakta.r0.2.batch.342.tar.xz,4332935,122,2.0
SAMN05916254,,4395544,11,0.25
SAMEA7525110,atb.bakta.r0.2.batch.342.tar.xz,4308054,140,0.25
SAMEA7525115,atb.bakta.r0.2.batch.342.tar.xz,4323950,154,0.5
SAMEA8742172,atb.bakta.r0.2.batch.347.tar.xz,4343438,95,0.5
SAMEA7525974,atb.bakta.r0.2.batch.342.tar.xz,4364480,99,0.5
SAMEA7562339,atb.bakta.r0.2.batch.346.tar.xz,4320202,120,0.5
SAMEA8741209,atb.bakta.r0.2.batch.347.tar.xz,4300937,154,0.25
SAMEA7541635,atb.bakta.r0.2.batch.343.tar.xz,4346535,104,1.0
SAMEA7526519,atb.bakta.r0.2.batch.342.tar.xz,4361496,91,0.03
SAMEA7526422,atb.bakta.r0.2.batch.342.tar.xz,4375959,91,0.06
SAMN05916439,,4384389,14,0.25
SAMEA7525722,atb.bakta.r0.2.batch.342.tar.xz,4318394,149,0.5
SAMEA7547012,atb.bakta.r0.2.batch.344.tar.xz,3991906,1063,0.5
SAMEA7563059,atb.bakta.r0.2.batch.346.tar.xz,4379863,93,0.25
SAMEA7525570,atb.bakta.r0.2.batch.342.tar.xz,4371452,159,0.5
